Emirate Name En|Emirate Name Ar|Issuance Authority En|Issuance Authority Ar|Issuance Authority Branch En|Issuance Authority Branch Ar|BL #|BL CBLS #|BL Name Ar|BL Name En|BL Est Date|BL Exp Date|BL Status EN|BL Status AR|BL Legal Type En|BL Legal Type Ar|BL Type En|BL Type Ar|BL Full Address|License Latitude|License Longitude|License Branch Flag|Parent Licence - License Number|Parent License Issuance Authority En|Parent License Issuance Authority Ar|Relationship Type En|Relationship Type Ar|Owner Nationality En|Owner Nationality Ar|Owner Gender|Business Activity Code|Business Activity Desc En|Business Activity Desc Ar|license_pk
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-817395|CBLS-31737|Management ﻞﺋﺍﻭ ﻦﺑ ﺐﻠﻐﺗ and ﺮﻜﺑ ﻦﺑ ﺪﻌﺳ ﻮﻨﺑ ,ﺲﺒﻋ ﻮﻨﺑ ﺔﻛﺮﺷ|White, Coleman and Barry Management|22/03/2024|08/03/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|541 Michelle Drive Apt. 526 Griffithfort, GU 09323|25.0421°N|55.0637°E|N||||Owner|مالك|Egyptian|مصري|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|78b78fd641d416044b550dd967c77612
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-606990|CBLS-57028|Management ﻱﻭﺎﻔﻠﺨﻟﺍ-ﻑﺭﺎﻌﻟﺍ ﺔﻛﺮﺷ|Lane Ltd Management|12/09/2018|08/10/2019|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|5767 Guzman Roads Suite 236 Dunnside, ND 65067|25.0656°N|55.1951°E|N||||Partner|شريك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|01dea0ae4dfdb34ac2c21c897a964bdd
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-506945|CBLS-71561|LLC ﺮﻜﺸﻳ and ﺔﻧﺎﻨﻛ ,ﻢﻴﻠﺳ ﺔﻛﺮﺷ|Herrera, Hall and Miller LLC|27/03/2023|27/04/2024|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|135 James Vista West Angelaberg, PW 14939|25.2645°N|55.0160°E|N||Department of Economic Development||Manager|مدير|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|6b830524592b42986cde2ba21ace6cab
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-975427|CBLS-44513|Group LLC ﻥﺎﺒﻴﺷ ﻮﻨﺑ ﺔﻛﺮﺷ|Pruitt LLC LLC|28/11/2016|07/12/2017|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|33021 Nicholas Burg Suite 501 South Maryburgh, AK 19753|25.1633°N|55.0695°E|N||||Owner|مالك|Egyptian|مصري|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|169237e96f259c8eaa11729d8b5aa1ed
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-363807|CBLS-59326|Group Management ﺔﻳﺪﻨﻫ ﺔﻛﺮﺷ|Thomas-Sanchez Management|18/12/2016|23/12/2017|Active|نشط|LLC|ذ.م.م|Professional|مهني|847 Sharp Mills West Danielton, FM 84708|25.1549°N|55.1412°E|Y||||Partner|شريك|Emirati|إماراتي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|f4ea2179fa47005281cc3043ab834725
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-245718|CBLS-67658|FZE ﻥﻻﻮﺧ and ﺰﻳﺰﻋﻮﺑ ﺩﻻﻭﺃ ,ﺔﻤﻧﺍﻮﻐﻟﺍ ﺔﻛﺮﺷ|Munoz and Sons FZE|18/10/2023|14/11/2024|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|498 Fletcher Manors Apt. 418 Spenceberg, WA 28270|25.0690°N|55.2058°E|N||||Partner|شريك|Emirati|إماراتي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|bccd7e83e0fd9873491378995c975dca
Ajman|عجمان|Municipality|بلدية|Main|رئيسي|BL-793223|CBLS-40191|PLC Consultancy ﺔﺒﻴﺴﻧ ﺔﻛﺮﺷ|Montgomery-Robinson Consultancy|20/11/2023|30/11/2024|Active|نشط|LLC|ذ.م.م|Professional|مهني|5662 Linda Rue Suite 341 North Michaelmouth, AK 31896|25.4311°N|55.5080°E|N||||Partner|شريك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|b7b81ace66216633e24341826ac3b019
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-123536|CBLS-41938|LLC LLC ﺰﻳﺰﻋﻮﺑ ﺩﻻﻭﺃ ﺔﻛﺮﺷ|Martin-Rodriguez LLC|06/05/2017|10/05/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|41990 Williams Island West Alanstad, WV 37516|24.2384°N|54.5369°E|N||||Owner|مالك|British|بريطاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|eff0d2d49fcca70f069010898dbbeca8
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-370804|CBLS-33597|Consultancy ﺶﻳﻭﺎﺸﻟﺍ-ﷲ ﺭﺎﺟ ﺔﻛﺮﺷ|Porter-Edwards Consultancy|30/06/2022|06/07/2023|Active|نشط|LLC|ذ.م.م|Professional|مهني|818 Andrew Underpass Suite 790 Evanmouth, CO 82545|25.2875°N|55.2397°E|N||||Owner|مالك|Filipino|فلبيني|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|a926c49e0a9d49912b1d6226cd2c68bb
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-189913|CBLS-38389|Ltd LLC ﻥﺎﺤﻄﻟﺍ ﺔﻛﺮﺷ|Cisneros and Sons LLC|28/01/2017|16/02/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|USNV West FPO AE 44937|25.1820°N|55.1886°E|N||||Manager|مدير|Pakistani|باكستاني|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|02575ab026503cc1ad70a94d1aeead8a
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-960307|CBLS-33839|FZE ﺔﻟﺍﻮﺣ-ﻡﺎﻣﻻﺍ ﺔﻛﺮﺷ|Ward-Chase FZE|10/11/2017|06/09/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|Unit 9129 Box 7102 DPO AA 72215|25.1979°N|55.1058°E|N||||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|e34b9aa822050e10a12da63a3ce9d087
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-496583|CBLS-60523|Industries ﺔﺒﻴﺷ ﻮﻨﺑ-ﻲﻟﻮﺟﺮﻘﻟﺍ ﺔﻛﺮﺷ|Porter Group Industries|30/01/2017|25/02/2018|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|1127 Andersen Glens Suite 219 Williamsport, MO 54113|25.0326°N|55.0809°E|Y||||Owner|مالك|Other|آخر|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|9646e49a51fb0137bd7bd080e69c2a44
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-286040|CBLS-72373|Trading ﺕﺎﻄﻳﻮﺤﻟﺍ and ﺓﺩﻮﺟ ,ﺰﻨﻛ ﻮﻨﺑ ﺔﻛﺮﺷ|Stark, Anderson and Richardson Trading|16/04/2022|05/06/2023|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|090 Holly Points Apt. 214 Moorefurt, PR 10066|25.3600°N|55.5756°E|N||||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|2a8beb303f0ee265163ac1d744e448c1
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-665482|CBLS-10157|Management ﻒﻴﻄﻠﻟﺍ ﺪﺒﻋ and ﻞﺋﺍﻭ ﻦﺑ ﺐﻠﻐﺗ ,ﻱﺩﻭﺍﺪﻟﺍ ﺔﻛﺮﺷ|Price Group Management|25/02/2020|26/01/2021|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|12166 Richard Circles Suite 597 Lake Judith, DE 36988|25.1566°N|55.1482°E|N||||Partner|شريك|Indian|هندي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|0a4e29361c574946485bbee99a973552
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-467544|CBLS-87207|LLC ﺭﺎﺠﻨﻟﺍ-ﻑﺭﺎﻌﻟﺍ ﺔﻛﺮﺷ|Johnson-Moore LLC|02/09/2018|03/11/2019|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|56730 Miranda Trace Suite 442 East Chadfurt, CO 39604|25.0293°N|55.0536°E|N||||Owner|مالك|Emirati|إماراتي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|4c406cd7362657a709e27d9d11cf7e22
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-528497|CBLS-43791|Management ﺭﻮﻘﻌﻘﻟﺍ ﺭﺎﺴﻴﺒﻟﺍ-ﻱﺮﻴﺜﻜﻟﺍ ﺔﻛﺮﺷ|Hayes, Barnes and Lewis Management|23/05/2016|22/04/2017|Active|نشط|LLC|ذ.م.م|Professional|مهني|PSC 5423, Box 5677 APO AP 90787|25.0016°N|55.2975°E|N||||Owner|مالك|Emirati|إماراتي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|9154d454414ba7cecba14d945590fbc7
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-821175|CBLS-51405|Consultancy ﻢﻌﺜﺧ-ﻥﺯﺍﻮﻫ ﺔﻛﺮﺷ|Sheppard Group Consultancy|12/09/2023|10/09/2024|Active|نشط|LLC|ذ.م.م|Professional|مهني|99255 Edward Mount South Michelle, DE 88836|25.1087°N|55.0619°E|N||||Partner|شريك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|4d88b7b134a6f62590e04cfee87a6aa8
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-741603|CBLS-46118|Services ﻢﺴﻃ-ﻲﻔﻴﺴﻟﺍ ﺔﻛﺮﺷ|Baker-Bowen Services|09/11/2021|22/10/2022|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|36829 Robinson Fords Lake Barbara, AL 49031|25.3755°N|55.4826°E|N||||Partner|شريك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|e25bdf0a55fc74d8c1c1feb4ea30da3c
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-421549|CBLS-85713|Manufacturing ﺢﻃﻮﻃ and ﻥﺎﻔﻄﻏ ,ﻝﻮﻬﺴﻟﺍ ﺔﻛﺮﺷ|Smith-Mosley Manufacturing|11/08/2019|10/07/2020|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|512 Patterson Fall Apt. 866 Meganchester, SC 37626|25.2323°N|55.1593°E|N||||Owner|مالك|Other|آخر|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|d3d8d7f24119796a6cee4518616eb69e
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-269654|CBLS-23143|Inc FZE ﻲﺴﻳﺪﻟﺍ ﺔﻛﺮﺷ|Oliver, Buckley and Vincent FZE|18/12/2021|23/01/2023|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|79817 Elizabeth Walk Suite 337 Wilsonfort, DE 46456|25.4008°N|55.5179°E|Y||||Owner|مالك|Indian|هندي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|95c018dfe4f5c356572a1ca8a5326f39
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-766764|CBLS-10693|Services ﺓﺩﻮﺟ and ﻊﻤﻟﺃ ,ﻥﻻﻮﺧ ﺔﻛﺮﺷ|Gutierrez-Hoover Services|16/04/2023|11/03/2024|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|446 Adam Mall Apt. 002 Maryhaven, GU 97657|25.2470°N|55.1887°E|N||||Partner|شريك|Indian|هندي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|e6c031f919f0749d446bb3663e984108
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-139589|CBLS-60374|FZE ﻢﺠﻧ-ﻲﻧﻭﺪﻤﺤﺑ ﺔﻛﺮﺷ|Stewart, Jackson and Armstrong FZE|15/03/2025|23/01/2026|Expired|منتهي الصلاحية|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|96262 Strong Path Apt. 631 New David, OK 51882|25.1842°N|55.2084°E|N||Department of Economic Development||Owner|مالك|Egyptian|مصري|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|bc1d1380aabfd74d3f6e1deebf264a6e
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-618382|CBLS-67536|FZE ﻱﺩﻭﺍﺪﻟﺍ-ﻙﻮﻠﻤﻤﻟﺍ ﺔﻛﺮﺷ|Rangel, Hood and Moore FZE|26/05/2016|30/04/2017|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|98196 Julia Curve Waltersstad, HI 31921|24.2605°N|54.5628°E|Y||||Owner|مالك|Filipino|فلبيني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|fee2aa44d22be29ae3fc5072f1790b38
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-832377|CBLS-40365|LLC Management ﻥﺎﻣﺭ ﺐﺣ ﺔﻛﺮﺷ|Hurst, Phillips and Nichols Management|22/01/2022|11/01/2023|Active|نشط|LLC|ذ.م.م|Professional|مهني|091 Stephen Ranch North Donaldview, MH 24176|25.0508°N|55.0144°E|N|||دائرة التنمية الاقتصادية|Owner|مالك|Other|آخر|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|3f654c7b612727a85b7686a8ebc78c68
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-470281|CBLS-97773|Inc LLC ﺔﻋﺍﺰﺧ ﺔﻛﺮﺷ|Jones LLC LLC|18/05/2020|24/04/2021|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|1366 Schultz Mission East Kent, MH 23920|25.1216°N|55.0801°E|N||Dubai Silicon Oasis Authority||Manager|مدير|Pakistani|باكستاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|8f4e23b44654f73d5e48de75ff71fda7
Dubai|دبي|DMCC|مركز دبي للسلع المتعددة|Main|رئيسي|BL-970071|CBLS-83284|FZE ﻞﻀﻋ-ﻦﻴﺑﺍﺮﺗ ﺔﻛﺮﺷ|Bradley, Obrien and Johnson FZE|01/06/2025|18/05/2026|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|84139 Amanda Path East Michelle, DE 28938|25.1044°N|55.3853°E|N|||مركز دبي للسلع المتعددة|Owner|مالك|Other|آخر|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|d314646295b2fa9853706c4e48b9b0e1
Ras Al Khaimah|رأس الخيمة|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-104877|CBLS-44223|LLC Management ﻲﻔﻴﺴﻟﺍ ﺔﻛﺮﺷ|Murphy and Sons Management|16/03/2018|29/03/2019|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|8477 Hunt Locks West Gerald, TX 94531|25.6814°N|55.9213°E|N||Municipality||Partner|شريك|British|بريطاني|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|6d9257052c39c7055fafdd8b7d669cef
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-664032|CBLS-85352|LLC ﻖﻔﺘﻨﻤﻟﺍ and ﻲﻋﺎﻘﻟﺍ ,ﺐﻠﻛ ﻮﻨﺑ ﺔﻛﺮﺷ|Hayden-Garcia LLC|02/01/2025|18/10/2025|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|9459 Catherine Meadow Apt. 955 South Garyton, NY 33670|25.2083°N|55.3864°E|N|||دبي الجنوب|Partner|شريك|Emirati|إماراتي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|fe37b2cddb8eb65a6b95e0b481e3a78b
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-814703|CBLS-70387|Services ﻑﺍﺮﺷﻷﺍ and ﺶﻳﻭﺭﺩ ,ﺥﻮﻨﺗ ﺔﻛﺮﺷ|Ortiz, Munoz and Wiley Services|12/08/2016|04/08/2017|Active|نشط|LLC|ذ.م.م|Professional|مهني|53135 Thomas Island Apt. 050 Jasonshire, WY 42648|25.2586°N|55.1928°E|N||||Partner|شريك|Emirati|إماراتي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|d1d117d7ee37b28ce0f7a4e8356b0a47
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-341099|CBLS-51383|Management ﺔﻧﺎﻨﻛ-ﺱﻮﺳﻮﻤﻟﺍ ﺔﻛﺮﺷ|Hoffman Group Management|23/08/2017|16/09/2018|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|665 Gonzalez Causeway Jimenezview, MT 16132|25.2866°N|55.2066°E|N||||Owner|مالك|Egyptian|مصري|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|e08e49517d227899fc1adb9fabd57128
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-885161|CBLS-54825|Management ﻲﻧﻭﺮﺘﺑ-ﺮﻴﻤﺣ ﺔﻛﺮﺷ|Chavez PLC Management|26/03/2021|13/02/2022|Active|نشط|LLC|ذ.م.م|Professional|مهني|4260 Matthew Brook South Codychester, VA 39953|25.1664°N|55.0714°E|N||||Partner|شريك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|6a0c9ee82a49df71675a95fbc10b506d
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-816289|CBLS-34925|LLC FZE ﻢﺠﻧ ﺔﻛﺮﺷ|Stewart-Reed FZE|28/05/2020|12/06/2021|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|771 Pace Cove Apt. 300 North Victoria, VI 90625|24.4211°N|54.3939°E|N||||Owner|مالك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|a8c830500245f51a1952ccae5c669cf6
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-473321|CBLS-30446|FZE ﺐﻠﻛﺃ-ﺩﺍﺮﻣ ﺔﻛﺮﺷ|Graham, Jackson and Lee FZE|22/10/2024|30/10/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|10414 Watts Turnpike Suite 422 Wilsonmouth, VI 19899|25.0360°N|55.0314°E|Y||||Owner|مالك|Other|آخر|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|03197559647ce19413579f59ea712e0f
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-989203|CBLS-73214|Consultancy ﻥﻼﻴﻋ ﺲﻴﻗ-ﻥﺎﻤﺴﻟﺍ ﺔﻛﺮﺷ|Barron, Church and Gutierrez Consultancy|28/09/2020|15/07/2021|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|5731 Miranda Station Apt. 583 Lake Christian, NM 08400|25.1862°N|55.1969°E|Y||||Owner|مالك|Pakistani|باكستاني|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|2e2d95f90687c58f669569457298228b
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-393880|CBLS-62150|FZE ﺔﻠﻫﺍﻮﻜﻟﺍ-ﺔﻀﻴﻤﺣ ﺔﻛﺮﺷ|Smith and Sons FZE|05/05/2020|07/07/2021|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|7281 Jeffery Lakes Suite 798 Port Ricardo, CA 36917|25.2251°N|55.0513°E|N||Department of Economic Development||Owner|مالك|Other|آخر|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|67f90319721957c075d718642a35eefd
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-512842|CBLS-99959|Services ﺔﻠﻣﺎﻋ and ﻥﺎﻤﺠﻌﻟﺍ ,ﺮﺳﺍﻭﺪﻟﺍ ﺔﻛﺮﺷ|Martin-Parker Services|24/03/2024|10/04/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|72407 Bell Crest West Ryanberg, MO 66324|25.1372°N|55.0481°E|N||||Manager|مدير|Other|آخر|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|39aac9a76c07ef70fb4c20ad9c4db908
